# This file contains the sensor readings, joystick readings, and wheel motor current (control input) alon with time stamps for ease of plotting
# Sit mode gains: Kp_sit=0.000000, Kv_sit=20.000000
# To-Sit mode gains: K_TH_toSit=240.000000, K_DTH_toSit=60.000000
# Balance mode gains: KP_TH=250.083300, KD_TH=60.693500, KP_WH=17.500000, KD_WH=15.849800, KP_LR=15.000000, KD_LR=15.000000
# 1.time 2.error_th 3.rawImuPos 4.rawImuVel 5.rawLWhPos 6.rawLWhVel 7.rawRWhPos 8.rawRWhVel 9.rawWaistPos 10.rawWaistVel	11.filtImuPos 12.filtImuVel 13.filtLWhPos 14.filtLWhVel 15.filtRWhPos 16.filtRWhVel 17.filtWaistPos 18.filtWaistVel 19.avgWhPos 20.avgWhVel 21.jsFB 22.jsLR 23.refLWhPos 24.refLWhVel 25.refRWhPos 26.refRWhVel27.avgRefWhPos 28.avgRefWhVel 29.cmdLWhCur 30.cmdRWhCur 31.rawLWhCur 32.rawRWhCur 33.mode 34.spin 35.spinSpeed
00000.02028 -00.02610 -00.21447 -00.00316 000.00000 000.00000 000.00000 -00.00000 002.04204 000.00000 -00.21133 -00.00062 001.39555 -00.14367 005.85472 -00.58970 002.04204 000.00000 003.62514 -00.36669 -0.000 00.000 001.39555 000.00000 005.85472 000.00000 003.62645 000.00000 000.000 000.000 000.046 000.023 3 001.71036 -00.17108   1.71098   0.00000
00000.03683 -00.02614 -00.20899 -00.00543 000.00000 000.00000 000.00000 -00.00000 002.04204 000.00000 -00.21137 -00.00233 001.38365 -00.43620 005.80481 -01.82493 002.04204 000.00000 003.59423 -01.13056 -0.000 00.000 001.38365 000.00000 005.80481 000.00000 003.59829 000.00000 000.000 000.000 000.015 -00.008 3 001.69579 -00.53266   1.69770   0.00000
00000.05294 -00.02617 -00.20292 000.00948 000.00000 000.00000 000.00000 -00.00000 002.04204 000.00000 -00.21139 -00.00105 001.35981 -00.75984 005.70471 -03.18393 002.04204 000.00000 003.53226 -01.97189 -0.000 00.000 001.35981 000.00000 005.70471 000.00000 003.53922 000.00000 000.000 000.000 -00.077 000.031 3 001.66654 -00.92979   1.66983   0.00000
00000.06952 -00.02630 -00.20512 -00.01481 000.00000 000.00000 000.00000 -00.00000 002.04204 000.00000 -00.21153 -00.00779 001.32355 -01.04932 005.55203 -04.42090 002.04204 000.00000 003.43779 -02.73511 -0.000 00.000 001.32355 000.00000 005.55203 000.00000 003.44773 000.00000 000.000 000.000 000.023 000.008 3 001.62188 -01.29321   1.62658   0.00000
00000.08551 -00.02625 -00.21108 -00.00750 000.00000 000.00000 000.00000 -00.00000 002.04204 000.00000 -00.21148 -00.00038 001.27698 -01.29491 005.35651 -05.43459 002.04204 000.00000 003.31674 -03.36475 -0.000 00.000 001.27698 000.00000 005.35651 000.00000 003.32850 000.00000 000.000 000.000 -00.054 000.015 3 001.56475 -01.58782   1.57030   0.00000
00000.10187 -00.02629 -00.21113 000.00415 000.00000 000.00000 000.00000 -00.00000 002.04204 000.00000 -00.21152 -00.00194 001.22086 -01.46693 005.12087 -06.16071 002.04204 000.00000 003.17087 -03.81382 -0.000 00.000 001.22086 000.00000 005.12087 000.00000 003.18452 000.00000 000.000 000.000 000.023 -00.000 3 001.49589 -01.80035   1.50233   0.00000
00000.11789 -00.02627 -00.20044 -00.01609 000.00000 000.00000 000.00000 -00.00000 002.04204 000.00000 -00.21150 -00.00048 001.15831 -01.57661 004.85791 -06.62199 002.04204 000.00000 003.00811 -04.09930 -0.000 00.000 001.15831 000.00000 004.85791 000.00000 003.02344 000.00000 000.000 000.000 000.046 -00.023 3 001.41903 -01.93521   1.42629   0.00000
00000.13439 -00.02630 -00.21056 -00.00671 000.00000 000.00000 000.00000 -00.00000 002.04204 000.00000 -00.21153 -00.00252 001.08991 -01.62531 004.57040 -06.83264 002.04204 000.00000 002.83016 -04.22898 -0.000 00.000 001.08991 000.00000 004.57040 000.00000 002.84655 000.00000 000.000 000.000 000.031 000.023 3 001.33498 -01.99733   1.34272   0.00000
00000.15040 -00.02638 -00.21024 -00.00385 000.00000 000.00000 000.00000 -00.00000 002.04204 000.00000 -00.21161 -00.00426 001.01915 -01.63028 004.27329 -06.85401 002.04204 000.00000 002.64622 -04.24215 -0.000 00.000 001.01915 000.00000 004.27329 000.00000 002.66305 000.00000 000.000 000.000 000.008 -00.000 3 001.24816 -02.00362   1.25610   0.00000
00000.16640 -00.02637 -00.21031 000.00721 000.00000 000.00000 000.00000 -00.00000 002.04204 000.00000 -00.21160 -00.00121 000.94767 -01.60005 003.97197 -06.72655 002.04204 000.00000 002.45982 -04.16330 -0.000 00.000 000.94767 000.00000 003.97197 000.00000 002.47689 000.00000 000.000 000.000 -00.046 -00.015 3 001.16000 -01.96633   1.16806   0.00000
00000.18217 -00.02640 -00.21586 000.00316 000.00000 000.00000 000.00000 -00.00000 002.04204 000.00000 -00.21163 -00.00092 000.87662 -01.54471 003.67371 -06.48971 002.04204 000.00000 002.27516 -04.01721 -0.000 00.000 000.87662 000.00000 003.67371 000.00000 002.29170 000.00000 000.000 000.000 000.023 -00.008 3 001.07285 -01.89671   1.08064   0.00000
00000.19803 -00.02645 -00.20829 -00.00227 000.00000 000.00000 000.00000 -00.00000 002.04204 000.00000 -00.21167 -00.00377 000.80745 -01.46629 003.38245 -06.17045 002.04204 000.00000 002.09495 -03.81837 -0.000 00.000 000.80745 000.00000 003.38245 000.00000 002.11065 000.00000 000.000 000.000 -00.038 000.023 3 000.98767 -01.80434   0.99508   0.00000
00000.21392 -00.02646 -00.20586 -00.00099 000.00000 000.00000 000.00000 -00.00000 002.04204 000.00000 -00.21168 -00.00269 000.74099 -01.37898 003.10237 -05.80391 002.04204 000.00000 001.92168 -03.59144 -0.000 00.000 000.74099 000.00000 003.10237 000.00000 001.93730 000.00000 000.000 000.000 -00.023 -00.015 3 000.90573 -01.69724   0.91312   0.00000
00000.22976 -00.02648 -00.20349 -00.00405 000.00000 000.00000 000.00000 -00.00000 002.04204 000.00000 -00.21171 -00.00338 000.67799 -01.28400 002.83669 -05.40904 002.04204 000.00000 001.75734 -03.34652 -0.000 00.000 000.67799 000.00000 002.83669 000.00000 001.77186 000.00000 000.000 000.000 -00.077 000.038 3 000.82800 -01.58221   0.83487   0.00000
00000.24586 -00.02654 -00.20802 -00.00454 000.00000 000.00000 000.00000 -00.00000 002.04204 000.00000 -00.21176 -00.00441 000.61834 -01.18629 002.58531 -05.00012 002.04204 000.00000 001.60182 -03.09321 -0.000 00.000 000.61834 000.00000 002.58531 000.00000 001.61555 000.00000 000.000 000.000 -00.015 000.008 3 000.75445 -01.46284   0.76093   0.00000
00000.26178 -00.02655 -00.20725 -00.00059 000.00000 000.00000 000.00000 -00.00000 002.04204 000.00000 -00.21177 -00.00242 000.56272 -01.09313 002.35146 -04.60120 002.04204 000.00000 001.45709 -02.84716 -0.000 00.000 000.56272 000.00000 002.35146 000.00000 001.46980 000.00000 000.000 000.000 000.008 -00.008 3 000.68609 -01.34556   0.69209   0.00000
00000.27771 -00.02656 -00.20949 -00.01471 000.00000 000.00000 000.00000 -00.00000 002.04204 000.00000 -00.21178 -00.00331 000.51129 -01.00034 002.13485 -04.21417 002.04204 000.00000 001.32307 -02.60725 -0.000 00.000 000.51129 000.00000 002.13485 000.00000 001.33505 000.00000 000.000 000.000 -00.015 -00.000 3 000.62274 -01.23270   0.62839   0.00000
00000.29343 -00.02659 -00.21006 -00.00652 000.00000 000.00000 000.00000 -00.00000 002.04204 000.00000 -00.21182 -00.00179 000.46379 -00.91635 001.93577 -03.85170 002.04204 000.00000 001.19978 -02.38402 -0.000 00.000 000.46379 000.00000 001.93577 000.00000 001.21043 000.00000 000.000 000.000 000.015 -00.008 3 000.56459 -01.12589   0.56961   0.00000
00000.30939 -00.02663 -00.20770 -00.00128 000.00000 000.00000 000.00000 -00.00000 002.04204 000.00000 -00.21185 -00.00308 000.42013 -00.83346 001.75235 -03.50539 002.04204 000.00000 001.08624 -02.16942 -0.000 00.000 000.42013 000.00000 001.75235 000.00000 001.09606 000.00000 000.000 000.000 000.008 -00.000 3 000.51099 -01.02485   0.51562   0.00000
