# This file contains the sensor readings, joystick readings, and wheel motor current (control input) alon with time stamps for ease of plotting
# Sit mode gains: Kp_sit=0.000000, Kv_sit=20.000000
# To-Sit mode gains: K_TH_toSit=240.000000, K_DTH_toSit=60.000000
# Balance mode gains: KP_TH=309.083300, KD_TH=38.693500, KP_WH=17.500000, KD_WH=15.849800, KP_LR=15.000000, KD_LR=15.000000
# 1.time 2.error_th 3.rawImuPos 4.rawImuVel 5.rawLWhPos 6.rawLWhVel 7.rawRWhPos 8.rawRWhVel 9.rawWaistPos 10.rawWaistVel	11.filtImuPos 12.filtImuVel 13.filtLWhPos 14.filtLWhVel 15.filtRWhPos 16.filtRWhVel 17.filtWaistPos 18.filtWaistVel 19.avgWhPos 20.avgWhVel 21.jsFB 22.jsLR 23.refLWhPos 24.refLWhVel 25.refRWhPos 26.refRWhVel27.avgRefWhPos 28.avgRefWhVel 29.cmdLWhCur 30.cmdRWhCur 31.rawLWhCur 32.rawRWhCur 33.mode 34.spin 35.spinSpeed 36.spinRef 37.spinSpeedRef 38.X 39.Y
00000.02584 -00.00691 -00.19217 -00.00178 000.00000 -00.00002 000.00000 -00.00000 002.04541 000.00000 -00.19221 -00.00178 -02.43956 000.37069 -03.05373 000.46404 002.04541 000.00000 -02.74665 000.41736 -0.000 00.000 -02.43956 000.00000 -03.05373 000.00000 -02.74873 000.00000 000.000 000.000 -00.054 -00.015 3 -00.23557 000.03580  -0.23575   0.00000   0.000   0.001
00000.04888 -00.00695 -00.18841 -00.00188 000.00000 -00.00002 000.00000 -00.00000 002.04541 000.00000 -00.19225 -00.00182 -02.39738 001.12176 -03.00094 001.40387 002.04541 000.00000 -02.69916 001.26282 -0.000 00.000 -02.39738 000.00000 -03.00094 000.00000 -02.70521 000.00000 000.000 000.000 000.023 000.038 3 -00.23150 000.10821  -0.23202   0.00000   0.001   0.006
00000.07547 -00.00703 -00.18998 -00.00543 000.00000 -00.00002 000.00000 -00.00000 002.04541 000.00000 -00.19232 -00.00349 -02.30705 001.83391 -02.88792 002.29464 002.04541 000.00000 -02.59749 002.06427 -0.000 00.000 -02.30705 000.00000 -02.88792 000.00000 -02.61914 000.00000 000.000 000.000 -00.015 -00.000 3 -00.22280 000.17672  -0.22465   0.00000   0.004   0.018
00000.10135 -00.00697 -00.19032 000.00948 000.00000 -00.00002 000.00000 -00.00000 002.04541 000.00000 -00.19226 000.00421 -02.16567 002.35321 -02.71097 002.94588 002.04541 000.00000 -02.43832 002.64954 -0.000 00.000 -02.16567 000.00000 -02.71097 000.00000 -02.45354 000.00000 000.000 000.000 000.054 000.046 3 -00.20916 000.22733  -0.21046   0.00000   0.008   0.034
00000.12343 -00.00685 -00.19183 -00.00701 000.00000 -00.00002 000.00000 -00.00000 002.04541 000.00000 -00.19215 000.00268 -02.00618 002.70542 -02.51135 003.38611 002.04541 000.00000 -02.25877 003.04577 -0.000 00.000 -02.00618 000.00000 -02.51135 000.00000 -02.27541 000.00000 000.000 000.000 -00.046 000.015 3 -00.19376 000.26109  -0.19519   0.00000   0.011   0.051
00000.14455 -00.00696 -00.18835 -00.00010 000.00000 -00.00002 000.00000 -00.00000 002.04541 000.00000 -00.19226 -00.00325 -01.83558 002.84847 -02.29781 003.56455 002.04541 000.00000 -02.06670 003.20651 -0.000 00.000 -01.83558 000.00000 -02.29781 000.00000 -02.08439 000.00000 000.000 000.000 000.023 000.008 3 -00.17729 000.27466  -0.17881   0.00000   0.014   0.068
00000.16674 -00.00699 -00.19590 -00.00760 000.00000 -00.00002 000.00000 -00.00000 002.04541 000.00000 -00.19228 -00.00257 -01.65706 002.81438 -02.07439 003.52205 002.04541 000.00000 -01.86572 003.16821 -0.000 00.000 -01.65706 000.00000 -02.07439 000.00000 -01.88407 000.00000 000.000 000.000 000.008 000.023 3 -00.16007 000.27143  -0.16165   0.00000   0.018   0.087
00000.18784 -00.00725 -00.19304 -00.01580 000.00000 -00.00002 000.00000 -00.00000 002.04541 000.00000 -00.19255 -00.01188 -01.48494 002.68189 -01.85892 003.35541 002.04541 000.00000 -01.67193 003.01865 -0.000 00.000 -01.48494 000.00000 -01.85892 000.00000 -01.68899 000.00000 000.000 000.000 000.046 -00.000 3 -00.14344 000.25834  -0.14491   0.00000   0.020   0.104
00000.20846 -00.00736 -00.19967 -00.00928 000.00000 -00.00002 000.00000 -00.00000 002.04541 000.00000 -00.19265 -00.00616 -01.32304 002.48310 -01.65614 003.10856 002.04541 000.00000 -01.48959 002.79583 -0.000 00.000 -01.32304 000.00000 -01.65614 000.00000 -01.50530 000.00000 000.000 000.000 000.000 000.046 3 -00.12776 000.23990  -0.12912   0.00000   0.022   0.120
00000.22933 -00.00746 -00.19117 000.00197 000.00000 -00.00002 000.00000 -00.00000 002.04541 000.00000 -00.19276 -00.00311 -01.17192 002.25804 -01.46690 002.82759 002.04541 000.00000 -01.31941 002.54281 -0.000 00.000 -01.17192 000.00000 -01.46690 000.00000 -01.33396 000.00000 000.000 000.000 000.008 000.008 3 -00.11314 000.21846  -0.11439   0.00000   0.024   0.135
