# This file contains the sensor readings, joystick readings, and wheel motor current (control input) alon with time stamps for ease of plotting
# Sit mode gains: Kp_sit=0.000000, Kv_sit=20.000000
# To-Sit mode gains: K_TH_toSit=240.000000, K_DTH_toSit=60.000000
# Balance mode gains: KP_TH=309.083300, KD_TH=38.693500, KP_WH=20.000000, KD_WH=15.849800, KP_LR=15.000000, KD_LR=15.000000
# 1.time 2.error_th 3.rawImuPos 4.rawImuVel 5.rawLWhPos 6.rawLWhVel 7.rawRWhPos 8.rawRWhVel 9.rawWaistPos 10.rawWaistVel	11.filtImuPos 12.filtImuVel 13.filtLWhPos 14.filtLWhVel 15.filtRWhPos 16.filtRWhVel 17.filtWaistPos 18.filtWaistVel 19.avgWhPos 20.avgWhVel 21.jsFB 22.jsLR 23.refLWhPos 24.refLWhVel 25.refRWhPos 26.refRWhVel27.avgRefWhPos 28.avgRefWhVel 29.cmdLWhCur 30.cmdRWhCur 31.rawLWhCur 32.rawRWhCur 33.mode 34.spin 35.spinSpeed
00000.03861 -00.03364 -00.22785 000.01224 000.00000 -00.00002 000.00000 000.00002 002.04204 000.00000 -00.21887 -00.00673 000.00000 000.00622 000.00001 000.00625 002.04204 000.00000 000.00001 000.00624 -0.000 00.000 000.00000 000.00000 000.00001 000.00000 000.00002 000.00000 000.000 000.000 -00.015 000.023 3 000.00000 000.00001   0.00000   0.00000
00000.05556 -00.03363 -00.22027 -00.00276 000.00000 -00.00002 000.00000 000.00002 002.04204 000.00000 -00.21885 -00.00313 000.00005 000.00397 000.00005 000.00400 002.04204 000.00000 000.00005 000.00399 -0.000 00.000 000.00005 000.00000 000.00005 000.00000 000.00006 000.00000 000.000 000.000 000.031 -00.015 3 000.00000 000.00001   0.00000   0.00000
00000.07157 -00.03361 -00.20988 000.00276 000.00000 -00.00002 000.00000 000.00002 002.04204 000.00000 -00.21883 000.00010 000.00014 000.00239 000.00014 000.00242 002.04204 000.00000 000.00014 000.00240 -0.000 00.000 000.00014 000.00000 000.00014 000.00000 000.00011 000.00000 000.000 000.000 000.031 000.046 3 000.00000 000.00001   0.00000   0.00000
00000.08808 -00.03364 -00.21664 -00.00839 000.00000 -00.00002 000.00000 000.00002 002.04204 000.00000 -00.21886 -00.00209 000.00034 000.00527 000.00034 000.00530 002.04204 000.00000 000.00034 000.00528 -0.000 00.000 000.00034 000.00000 000.00034 000.00000 000.00033 000.00000 000.000 000.000 -00.031 000.031 3 000.00000 000.00001   0.00000   0.00000
00000.10539 -00.03362 -00.21651 000.00188 000.00000 -00.00002 000.00000 000.00002 002.04204 000.00000 -00.21885 -00.00023 000.00060 000.00496 000.00060 000.00499 002.04204 000.00000 000.00060 000.00498 -0.000 00.000 000.00060 000.00000 000.00060 000.00000 000.00059 000.00000 000.000 000.000 000.015 000.023 3 000.00000 000.00001   0.00000   0.00000
00000.12189 -00.03365 -00.21006 -00.01066 000.00000 -00.00002 000.00000 000.00002 002.04204 000.00000 -00.21888 -00.00310 000.00114 000.00974 000.00114 000.00977 002.04204 000.00000 000.00114 000.00975 -0.000 00.000 000.00114 000.00000 000.00114 000.00000 000.00110 000.00000 000.000 000.000 000.038 -00.046 3 000.00000 000.00001   0.00000   0.00000
00000.13860 -00.03367 -00.21723 -00.00030 000.00000 -00.00002 000.00000 000.00002 002.04204 000.00000 -00.21890 -00.00178 000.00132 000.00711 000.00132 000.00713 002.04204 000.00000 000.00132 000.00712 -0.000 00.000 000.00132 000.00000 000.00132 000.00000 000.00131 000.00000 000.000 000.000 -00.008 -00.015 3 000.00000 000.00001   0.00000   0.00000
00000.15474 -00.03371 -00.21317 000.01224 000.00000 -00.00002 000.00000 000.00002 002.04204 000.00000 -00.21894 -00.00225 000.00147 000.00614 000.00148 000.00617 002.04204 000.00000 000.00147 000.00615 -0.000 00.000 000.00147 000.00000 000.00148 000.00000 000.00145 000.00000 000.000 000.000 -00.023 -00.015 3 000.00000 000.00001   0.00000   0.00000
00000.17106 -00.03373 -00.20472 -00.00573 000.00000 -00.00002 000.00000 000.00002 002.04204 000.00000 -00.21896 -00.00427 000.00212 000.00970 000.00212 000.00973 002.04204 000.00000 000.00212 000.00971 -0.000 00.000 000.00212 000.00000 000.00212 000.00000 000.00204 000.00000 000.000 000.000 -00.046 -00.008 3 000.00000 000.00001   0.00000   0.00000
00000.18709 -00.03368 -00.20922 000.00237 000.00000 -00.00002 000.00000 000.00002 002.04204 000.00000 -00.21891 -00.00007 000.00287 000.00835 000.00288 000.00838 002.04204 000.00000 000.00288 000.00837 -0.000 00.000 000.00287 000.00000 000.00288 000.00000 000.00283 000.00000 000.000 000.000 -00.008 -00.023 3 000.00000 000.00001   0.00000   0.00000
