# This file contains the sensor readings, joystick readings, and wheel motor current (control input) alon with time stamps for ease of plotting
# Sit mode gains: Kp_sit=0.000000, Kv_sit=20.000000
# To-Sit mode gains: K_TH_toSit=240.000000, K_DTH_toSit=60.000000
# Balance mode gains: KP_TH=309.083300, KD_TH=38.693500, KP_WH=17.500000, KD_WH=15.849000, KP_LR=15.000000, KD_LR=15.000000
# 1.time 2.error_th 3.rawImuPos 4.rawImuVel 5.rawLWhPos 6.rawLWhVel 7.rawRWhPos 8.rawRWhVel 9.rawWaistPos 10.rawWaistVel	11.filtImuPos 12.filtImuVel 13.filtLWhPos 14.filtLWhVel 15.filtRWhPos 16.filtRWhVel 17.filtWaistPos 18.filtWaistVel 19.avgWhPos 20.avgWhVel 21.jsFB 22.jsLR 23.refLWhPos 24.refLWhVel 25.refRWhPos 26.refRWhVel27.avgRefWhPos 28.avgRefWhVel 29.cmdLWhCur 30.cmdRWhCur 31.rawLWhCur 32.rawRWhCur 33.mode 34.spin 35.spinSpeed 36.spinRef 37.spinSpeedRef 38.X 39.Y
00000.02521 -00.14431 -00.33835 -00.00336 000.00000 000.00000 000.00000 000.00002 002.04541 000.00000 -00.32961 -00.00322 -00.71033 000.10379 -00.73006 000.10677 002.04541 000.00000 -00.72019 000.10528 -0.000 00.000 -00.71033 000.00000 -00.73006 000.00000 -00.72069 000.00000 000.000 000.000 -00.038 -00.015 3 -00.00757 000.00114  -0.00757   0.00000   0.000   0.000
00000.04674 -00.14431 -00.33674 000.00158 000.00000 000.00000 000.00000 000.00002 002.04541 000.00000 -00.32960 000.00013 -00.69917 000.31138 -00.71859 000.32022 002.04541 000.00000 -00.70888 000.31580 -0.000 00.000 -00.69917 000.00000 -00.71859 000.00000 -00.71039 000.00000 000.000 000.000 -00.046 -00.031 3 -00.00745 000.00339  -0.00746   0.00000   0.000   0.001
00000.07598 -00.14451 -00.33605 -00.00948 000.00000 000.00000 000.00000 000.00002 002.04541 000.00000 -00.32981 -00.00793 -00.67198 000.51800 -00.69063 000.53247 002.04541 000.00000 -00.68131 000.52524 -0.000 00.000 -00.67198 000.00000 -00.69063 000.00000 -00.68413 000.00000 000.000 000.000 000.008 000.008 3 -00.00716 000.00555  -0.00719   0.00000   0.000   0.005
00000.09739 -00.14470 -00.33334 -00.00652 000.00000 000.00000 000.00000 000.00002 002.04541 000.00000 -00.33000 -00.00797 -00.63563 000.68368 -00.65327 000.70280 002.04541 000.00000 -00.64445 000.69324 -0.000 00.000 -00.63563 000.00000 -00.65327 000.00000 -00.64820 000.00000 000.000 000.000 -00.031 000.038 3 -00.00677 000.00733  -0.00681   0.00000   0.000   0.008
00000.11860 -00.14484 -00.32794 -00.00099 000.00000 000.00000 000.00000 000.00002 002.04541 000.00000 -00.33013 -00.00616 -00.59227 000.78611 -00.60870 000.80809 002.04541 000.00000 -00.60049 000.79710 -0.000 00.000 -00.59227 000.00000 -00.60870 000.00000 -00.60462 000.00000 000.000 000.000 -00.031 -00.000 3 -00.00630 000.00843  -0.00635   0.00000   0.000   0.013
00000.13998 -00.14486 -00.32794 -00.00099 000.00000 000.00000 000.00000 000.00002 002.04541 000.00000 -00.33015 -00.00211 -00.54405 000.82956 -00.55915 000.85271 002.04541 000.00000 -00.55160 000.84113 -0.000 00.000 -00.54405 000.00000 -00.55915 000.00000 -00.55605 000.00000 000.000 000.000 -00.031 000.023 3 -00.00579 000.00888  -0.00584   0.00000   0.000   0.017
00000.16125 -00.14500 -00.33519 -00.00839 000.00000 000.00000 000.00000 000.00002 002.04541 000.00000 -00.33029 -00.00618 -00.49451 000.82711 -00.50823 000.85014 002.04541 000.00000 -00.50137 000.83862 -0.000 00.000 -00.49451 000.00000 -00.50823 000.00000 -00.50598 000.00000 000.000 000.000 000.008 000.023 3 -00.00526 000.00883  -0.00531   0.00000   0.000   0.022
00000.18233 -00.14498 -00.33547 000.00632 000.00000 000.00000 000.00000 000.00002 002.04541 000.00000 -00.33028 000.00181 -00.44564 000.78443 -00.45798 000.80645 002.04541 000.00000 -00.45181 000.79544 -0.000 00.000 -00.44564 000.00000 -00.45798 000.00000 -00.45624 000.00000 000.000 000.000 000.038 000.023 3 -00.00474 000.00845  -0.00478   0.00000   0.000   0.027
00000.20310 -00.14491 -00.33069 000.00217 000.00000 000.00000 000.00000 000.00002 002.04541 000.00000 -00.33020 000.00299 -00.39862 000.73249 -00.40966 000.75302 002.04541 000.00000 -00.40414 000.74275 -0.000 00.000 -00.39862 000.00000 -00.40966 000.00000 -00.40840 000.00000 000.000 000.000 000.000 -00.000 3 -00.00423 000.00787  -0.00428   0.00000   0.000   0.031
00000.22409 -00.14493 -00.33423 -00.00138 000.00000 000.00000 000.00000 000.00002 002.04541 000.00000 -00.33023 -00.00017 -00.35443 000.67211 -00.36423 000.69088 002.04541 000.00000 -00.35933 000.68150 -0.000 00.000 -00.35443 000.00000 -00.36423 000.00000 -00.36331 000.00000 000.000 000.000 000.000 000.015 3 -00.00376 000.00720  -0.00380   0.00000   0.000   0.035
00000.24512 -00.14467 -00.32535 000.01530 000.00000 000.00000 000.00000 000.00002 002.04541 000.00000 -00.32997 000.01067 -00.31300 000.60324 -00.32166 000.62016 002.04541 000.00000 -00.31733 000.61170 -0.000 00.000 -00.31300 000.00000 -00.32166 000.00000 -00.32101 000.00000 000.000 000.000 000.000 000.015 3 -00.00332 000.00649  -0.00336   0.00000   0.000   0.039
00000.26610 -00.14458 -00.33038 000.00118 000.00000 000.00000 000.00000 000.00002 002.04541 000.00000 -00.32988 000.00433 -00.27566 000.54413 -00.28329 000.55924 002.04541 000.00000 -00.27947 000.55169 -0.000 00.000 -00.27566 000.00000 -00.28329 000.00000 -00.28275 000.00000 000.000 000.000 000.015 -00.008 3 -00.00293 000.00579  -0.00296   0.00000   0.000   0.042
00000.28720 -00.14464 -00.33031 -00.00385 000.00000 000.00000 000.00000 000.00002 002.04541 000.00000 -00.32994 -00.00166 -00.24207 000.48531 -00.24877 000.49869 002.04541 000.00000 -00.24542 000.49200 -0.000 00.000 -00.24207 000.00000 -00.24877 000.00000 -00.24828 000.00000 000.000 000.000 -00.038 000.015 3 -00.00257 000.00513  -0.00260   0.00000   0.000   0.045
00000.30800 -00.14477 -00.32571 -00.00681 000.00000 000.00000 000.00000 000.00002 002.04541 000.00000 -00.33007 -00.00490 -00.21257 000.42811 -00.21844 000.43993 002.04541 000.00000 -00.21551 000.43402 -0.000 00.000 -00.21257 000.00000 -00.21844 000.00000 -00.21816 000.00000 000.000 000.000 000.046 -00.015 3 -00.00225 000.00453  -0.00228   0.00000   0.000   0.047
00000.32884 -00.14481 -00.32460 -00.00197 000.00000 000.00000 000.00000 000.00002 002.04541 000.00000 -00.33011 -00.00275 -00.18589 000.37638 -00.19103 000.38679 002.04541 000.00000 -00.18846 000.38158 -0.000 00.000 -00.18589 000.00000 -00.19103 000.00000 -00.19088 000.00000 000.000 000.000 000.023 -00.000 3 -00.00197 000.00399  -0.00200   0.00000   0.000   0.050
00000.34980 -00.14489 -00.33428 -00.01185 000.00000 000.00000 000.00000 000.00002 002.04541 000.00000 -00.33019 -00.00539 -00.16213 000.33269 -00.16663 000.34182 002.04541 000.00000 -00.16438 000.33726 -0.000 00.000 -00.16213 000.00000 -00.16663 000.00000 -00.16639 000.00000 000.000 000.000 000.015 -00.031 3 -00.00172 000.00350  -0.00174   0.00000   0.000   0.052
